From	Entry	Transmembrane	Transit peptide	Gene Ontology (cellular component)
Q6PR54	Q6PR54			chromatin [GO:0000785]; chromosome, telomeric region [GO:0000781]; chromosome, telomeric repeat region [GO:0140445]; condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; female pronucleus [GO:0001939]; male pronucleus [GO:0001940]; nuclear body [GO:0016604]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; site of double-strand break [GO:0035861]; spindle midzone [GO:0051233]
O95153	O95153			calyx of Held [GO:0044305]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]
O74801	O74801			mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P87232	P87232		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q9BYD2	Q9BYD2		"TRANSIT 1..52; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:Q2TBK2"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
Q9Y3B7	Q9Y3B7		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	large ribosomal subunit [GO:0015934]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
Q7M0E7	Q7M0E7		"TRANSIT 1..30; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:9857009"""	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q3T0J3	Q3T0J3		"TRANSIT 1..29; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:11279069"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]
P38064	P38064		"TRANSIT 1..41; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P36528	P36528		"TRANSIT 1..19; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2060626"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q9NWU5	Q9NWU5		"TRANSIT 1..40; /note=""Mitochondrion""; /evidence=""ECO:0000250"""	large ribosomal subunit [GO:0015934]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q96A35	Q96A35		"TRANSIT 1..9; /note=""Mitochondrion""; /evidence=""ECO:0000250"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q2HJJ1	Q2HJJ1		"TRANSIT 1..55; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:11551941"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]
Q58DV5	Q58DV5		"TRANSIT 1..34; /note=""Mitochondrion""; /evidence=""ECO:0000250"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]
P51998	P51998		"TRANSIT 1..26; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2060626"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P12687	P12687		"TRANSIT 1..27; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2060626, ECO:0000269|PubMed:2693936"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P09001	P09001		"TRANSIT 1..40; /note=""Mitochondrion""; /evidence=""ECO:0007744|PubMed:25944712"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
O94345	O94345			large ribosomal subunit [GO:0015934]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q3MHY7	Q3MHY7		"TRANSIT 1..28; /note=""Mitochondrion""; /evidence=""ECO:0000250"""	large ribosomal subunit [GO:0015934]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]
Q02204	Q02204		"TRANSIT 1..75; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2060626, ECO:0000269|PubMed:7954901"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q9UTK2	Q9UTK2		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P53875, ECO:0000305"""	cytoplasm [GO:0005737]; large ribosomal subunit [GO:0015934]; mitochondrial large ribosomal subunit [GO:0005762]
Q2HJF1	Q2HJF1		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]
Q3MHJ5	Q3MHJ5		"TRANSIT 1..16; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]
Q96DB5	Q96DB5			cytoplasm [GO:0005737]; mitotic spindle pole [GO:0097431]; spindle microtubule [GO:0005876]
P53140	P53140		"TRANSIT 1..14; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrion [GO:0005739]
Q6ZRF8	Q6ZRF8			perinuclear region of cytoplasm [GO:0048471]
Q04599	Q04599		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P36516	P36516		"TRANSIT 1..59; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:3060376"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q9NWS8	Q9NWS8		"TRANSIT 1..12; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrion [GO:0005739]
F4IV66	F4IV66		"TRANSIT 1..48; /note=""Chloroplast""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]; chloroplast stroma [GO:0009570]; cytoplasm [GO:0005737]
Q5XI59	Q5XI59			cytoplasm [GO:0005737]; extrinsic component of postsynaptic density membrane [GO:0099147]; glutamatergic synapse [GO:0098978]; nucleus [GO:0005634]
Q9FKW0	Q9FKW0			nucleus [GO:0005634]; PRC1 complex [GO:0035102]
Q0WL81	Q0WL81			cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q6NQJ6	Q6NQJ6		"TRANSIT 1..35; /note=""Chloroplast and mitochondrion""; /evidence=""ECO:0000255"""	chloroplast [GO:0009507]; exosome (RNase complex) [GO:0000178]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
Q28021	Q28021			centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9SHL7	Q9SHL7			cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]
A9C3R8	A9C3R8			cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q9H9Y6	Q9H9Y6			chromosome [GO:0005694]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; RNA polymerase I complex [GO:0005736]
P47006	P47006			nucleolus [GO:0005730]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]
P46669	P46669			nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]
P22139	P22139			nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]; RNA polymerase II, core complex [GO:0005665]; RNA polymerase III complex [GO:0005666]
Q8IXW5	Q8IXW5			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II, holoenzyme [GO:0016591]
Q2TA12	Q2TA12		"TRANSIT 1..60; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; nucleoplasm [GO:0005654]
Q9UUJ5	Q9UUJ5		"TRANSIT 1..?; /note=""Mitochondrion"""	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q99N92	Q99N92		"TRANSIT 1..30; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:Q32PC3"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q3ZBF3	Q3ZBF3		"TRANSIT 1..26; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:10600119"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]
Q9NYK5	Q9NYK5			mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
Q8N983	Q8N983		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
Q9HD33	Q9HD33		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q13405	Q13405			mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
P53724	P53724			mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P0C2B7	P0C2B7		"TRANSIT 1..23; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]
P0C2B8	P0C2B8		"TRANSIT 1..34; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]
Q10170	Q10170			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q6PDX6	Q6PDX6			cytoplasm [GO:0005737]; protein-containing complex [GO:0032991]
Q9GZN7	Q9GZN7			anchoring junction [GO:0070161]; axon [GO:0030424]; dendrite [GO:0030425]; nuclear envelope [GO:0005635]; perikaryon [GO:0043204]; RAVE complex [GO:0043291]; synaptic vesicle [GO:0008021]
Q0J235	Q0J235			nucleus [GO:0005634]
Q8K202	Q8K202			fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; RNA polymerase I complex [GO:0005736]
P30876	P30876			membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II, core complex [GO:0005665]
Q9M1J2	Q9M1J2			RNA polymerase V complex [GO:0000419]
P38805	P38805			nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
P52815	P52815		"TRANSIT 1..45; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q9H0U6	Q9H0U6		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	extracellular space [GO:0005615]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
P22354	P22354		"TRANSIT 1..18; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2183197"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
O74464	O74464		"TRANSIT 1..22; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	cytoplasm [GO:0005737]; large ribosomal subunit [GO:0015934]; mitochondrial large ribosomal subunit [GO:0005762]
Q5BJX1	Q5BJX1		"TRANSIT 1..13; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:9857009"""	mitochondrial large ribosomal subunit [GO:0005762]; ribonucleoprotein complex [GO:1990904]
Q9H2W6	Q9H2W6		"TRANSIT 1..?; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	cell junction [GO:0030054]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
P32388	P32388			mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q06090	Q06090			mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P02381	P02381			mitochondrial inner membrane [GO:0005743]; mitochondrial ribosome [GO:0005761]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]
Q8IYW5	Q8IYW5			cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; site of double-strand break [GO:0035861]; ubiquitin ligase complex [GO:0000151]
Q9NRR4	Q9NRR4			cytosol [GO:0005829]; microprocessor complex [GO:0070877]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]
P40693	P40693			cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
P31334	P31334		"TRANSIT 1..19; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:1597181, ECO:0000269|PubMed:3060376"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P36521	P36521		"TRANSIT 1..31; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2060626"""	large ribosomal subunit [GO:0015934]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q3SYS1	Q3SYS1			mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; ribosome [GO:0005840]
Q2TBR2	Q2TBR2		"TRANSIT 1..9; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:11279069"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]
Q9H9A7	Q9H9A7			nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RecQ family helicase-topoisomerase III complex [GO:0031422]
Q9P801	Q9P801		"TRANSIT 1..35; /note=""Mitochondrion"""	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q969K3	Q969K3			cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9P7W9	Q9P7W9			nucleolar ribonuclease P complex [GO:0005655]; nucleolus [GO:0005730]; ribonuclease MRP complex [GO:0000172]; ribonuclease P complex [GO:0030677]
P36519	P36519		"TRANSIT 1..19; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2060626"""	cytosolic large ribosomal subunit [GO:0022625]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q3SZ47	Q3SZ47		"TRANSIT 1..8; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:11279069"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P36531	P36531		"TRANSIT 1..14; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2060626"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P32387	P32387		"TRANSIT 1..45; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:2060626"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P19956	P19956			mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P0C2B6	P0C2B6		"TRANSIT 1..31; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]
P34560	P34560			cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; mitotic spindle pole [GO:0097431]; spindle microtubule [GO:0005876]
P32611	P32611		"TRANSIT 1..43; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q6ZNA4	Q6ZNA4			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; protein-containing complex [GO:0032991]
Q9CZW6	Q9CZW6			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q63HN8	Q63HN8			cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid droplet [GO:0005811]; membrane [GO:0016020]; nucleolus [GO:0005730]
Q924T7	Q924T7			CD40 receptor complex [GO:0035631]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; LUBAC complex [GO:0071797]
O74994	O74994			cytoplasm [GO:0005737]; mitotic actomyosin contractile ring [GO:0110085]; polysome [GO:0005844]
A6QPQ5	A6QPQ5		"TRANSIT 1..50; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	cytosolic large ribosomal subunit [GO:0022625]; mitochondrial inner membrane [GO:0005743]
P36517	P36517		"TRANSIT 1..14; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:3060376"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q9P6P6	Q9P6P6		"TRANSIT 1..?; /note=""Mitochondrion"""	cytoplasm [GO:0005737]; mitochondrial large ribosomal subunit [GO:0005762]
Q9P015	Q9P015		"TRANSIT 1..21; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:Q0VC21"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q8L9A0	Q8L9A0		"TRANSIT 1..68; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ribosome [GO:0005840]
Q16540	Q16540			fibrillar center [GO:0001650]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
A8NN94	A8NN94		"TRANSIT 1..50; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:11279069"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]
Q9BZE1	Q9BZE1		"TRANSIT 1..29; /note=""Mitochondrion""; /evidence=""ECO:0000250"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
P35996	P35996			mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
P83565	P83565		"TRANSIT 1..46; /note=""Mitochondrion""; /evidence=""ECO:0000269|PubMed:9857009"""	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
P36534	P36534			mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
Q9Y6G3	Q9Y6G3		"TRANSIT 1..32; /note=""Mitochondrion""; /evidence=""ECO:0000250|UniProtKB:P0C2B9"""	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
Q9H777	Q9H777			cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q8VYS2	Q8VYS2		"TRANSIT 1..44; /note=""Mitochondrion""; /evidence=""ECO:0000255"""	mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9SJQ6	Q9SJQ6			nucleolus [GO:0005730]; nucleus [GO:0005634]
Q8CGM2	Q8CGM2			axoneme [GO:0005930]; photoreceptor connecting cilium [GO:0032391]; photoreceptor outer segment [GO:0001750]
A9LLI7	A9LLI7			cytoplasm [GO:0005737]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleus [GO:0005634]
Q9P7P1	Q9P7P1			nucleolus [GO:0005730]; RNA polymerase I complex [GO:0005736]
Q01080	Q01080			nucleolus [GO:0005730]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]
P40422	P40422			cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]; RNA polymerase II, core complex [GO:0005665]; RNA polymerase III complex [GO:0005666]
P07703	P07703			nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase I complex [GO:0005736]; RNA polymerase III complex [GO:0005666]
O42853	O42853			cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P82162	P82162		"TRANSIT 1..59; /note=""Chloroplast""; /evidence=""ECO:0000269|PubMed:10874039"""	chloroplast [GO:0009507]; mitochondrion [GO:0005739]; small ribosomal subunit [GO:0015935]
P47910	P47910		"TRANSIT 1..54; /note=""Chloroplast""; /evidence=""ECO:0000269|PubMed:10874039, ECO:0000269|PubMed:8490565"""	chloroplast [GO:0009507]; plastid [GO:0009536]; ribosome [GO:0005840]
